state,admin1_pcode,district,township,admin3_pcode,population_2021_proj,fs_pin,fs_targeted,battles,explosions_remote_violence,protests_and_riots,strategic_developments,violence_against_civilians,conflict_score,fatalities,area_sown_acres,population_density,flood_prob,flood_count,beneficiaries_2021,partners_2021,ben_6_months,not_in_6months,conflict_ranking,flood_ranking,fs_pin_ranking,fs_target_ranking,fs_pin_pc,pin_pop,group
Ayeyarwady,MMR017,Hinthada,Hinthada,MMR017008,338333.0329836413,102515,13327.061831061234,0,3,1,6,0,0.0123522006653434,1,270909,334.2440733430459,0.3333333333333333,5,0,0,NA,1,212,5,13,60,0.007753090490638929,0.30300026898336196,B2
Ayeyarwady,MMR017,Hinthada,Zalun,MMR017009,168152.32215033146,50950,6624.480065287993,1,1,0,4,0,0.00495799760284937,0,168675,267.8101558840312,0.26666666666666666,4,7842,1,70578,0,268,6,91,103,0.003853289377145329,0.3029990864738086,B2
Ayeyarwady,MMR017,Hinthada,Lemyethna,MMR017010,102992.95991876331,31207,4057.107311638337,0,1,0,1,0,0.00174418682493287,0,118669,102.24544602489684,0.2,3,0,0,NA,1,291,7,172,146,0.002360149197106463,0.3030012927545225,B2
Ayeyarwady,MMR017,Hinthada,Myanaung,MMR017011,218515.143772356,66210,8606.688498081088,0,1,2,11,3,0.02362567018527656,2,247932,142.09033450575592,0.3333333333333333,5,0,0,NA,1,169,5,55,84,0.005007385469299161,0.3029995947053264,B2
Ayeyarwady,MMR017,Hinthada,Kyangin,MMR017012,96054.05117132452,29104,3784.430973441061,0,2,0,2,1,0.00503821746855175,0,98370,82.97201659317125,0.13333333333333333,2,6315,1,NA,1,265,8,191,152,0.0022011017474472556,0.3029960698699667,B2
Ayeyarwady,MMR017,Hinthada,Ingapu,MMR017013,214319.40828568256,64939,8441.9585078309,0,0,1,4,3,0.01251733952740184,1,236055,127.48400230202388,0.3333333333333333,5,0,0,NA,1,209,5,57,86,0.004911261214179402,0.3030010231898265,B2
Ayeyarwady,MMR017,Labutta,Labutta,MMR017016,315123.0280291265,95482,12413.303933374356,0,2,1,2,2,0.01169855596493115,2,410559,125.97449327238034,0.2,3,2538,2,1706,0,217,7,18,64,0.007221192861797651,0.30299911941432184,B2
Ayeyarwady,MMR017,Labutta,Mawlamyinegyun,MMR017018,311246.19643100415,94308,12260.01232259513,3,6,1,4,2,0.0203222470391686,3,383710,255.03406057718703,0.13333333333333333,2,2635,2,2797,0,189,8,21,67,0.007132404604118189,0.3030012931287526,B2
Ayeyarwady,MMR017,Maubin,Maubin,MMR017019,313998.3669801612,95142,12367.604337309436,1,14,2,23,8,0.05568260603482827,8,329697,223.16211072941744,0.26666666666666666,4,8543,1,76887,0,107,6,20,66,0.007195479056336818,0.30300157582033277,B2
Ayeyarwady,MMR017,Maubin,Pantanaw,MMR017020,264516.27992181526,80148,10418.703742303838,0,1,1,6,1,0.01167464846621606,0,206170,198.25380423070325,0.26666666666666666,4,8071,2,70481,0,218,6,31,76,0.006061500235514109,0.30299836374415157,B2
Ayeyarwady,MMR017,Maubin,Nyaungdon,MMR017021,215840.9497225939,65400,8502.024990500482,0,7,1,6,3,0.02098580789793685,1,187074,239.43105804301265,0.26666666666666666,4,0,0,NA,1,183,6,56,85,0.004946126109230707,0.3030008906282811,B2
Ayeyarwady,MMR017,Maubin,Danubyu,MMR017022,179298.96276896607,54328,7063.413880781774,0,3,1,2,1,0.01090937296083334,1,223534,238.0697198396546,0.26666666666666666,4,0,0,NA,1,227,6,80,99,0.004108763597282659,0.30300231055995464,B2
Ayeyarwady,MMR017,Myaungmya,Myaungmya,MMR017014,298547.0237154422,90460,11760.23274045477,0,5,3,11,2,0.03022896430263675,0,294485,259.5116188558383,0.13333333333333333,2,19656,2,412,0,154,8,24,70,0.006841384829373238,0.3030008434658563,B2
Ayeyarwady,MMR017,Myaungmya,Einme,MMR017015,194042.51934686952,58795,7642.66517759526,0,0,1,4,0,0.00763244994179816,0,281640,259.1224369589217,0.13333333333333333,2,12384,2,464,0,246,8,72,95,0.004446597623734242,0.3030006010945381,B2
Ayeyarwady,MMR017,Myaungmya,Wakema,MMR017017,289018.8953086076,87573,11383.545731921822,0,2,1,11,1,0.01664686494389064,1,408054,244.82345902063642,0.13333333333333333,2,290,1,412,0,197,8,27,71,0.006623044369474935,0.3030009505312502,B2
Ayeyarwady,MMR017,Pathein,Pathein,MMR017001,380870.2131022873,115404,15001.522321111168,6,15,15,50,14,0.15675511277162602,31,143137,246.16725832341155,0.26666666666666666,4,365,1,365,0,34,6,8,56,0.00872787060412325,0.30300085443806246,A2
Ayeyarwady,MMR017,Pathein,Kangyidaunt,MMR017002,177936.37342697513,53915,7009.08625177284,2,7,0,10,2,0.02066890397306631,5,238923,224.26838352878067,0.26666666666666666,4,290,1,452,0,186,6,83,101,0.004077528886531706,0.30300156714235077,B2
Ayeyarwady,MMR017,Pathein,Thabaung,MMR017003,154353.48085355895,46769,6080.016389222492,0,1,0,0,2,0.00456642284059717,2,181914,72.81974487864807,0.26666666666666666,4,18341,1,1792,0,271,6,109,110,0.003537085198816681,0.3029993216957092,B2
Ayeyarwady,MMR017,Pathein,Ngapudaw,MMR017004,324381.2377842096,98288,12776.623054800893,1,3,0,8,1,0.01219862522163611,3,225530,100.5611414055591,0.2,3,0,0,NA,1,213,7,16,62,0.0074334073856891095,0.30300149500442075,B2
Ayeyarwady,MMR017,Pathein,Kyonpyaw,MMR017005,235655.97785729854,71404,9281.51105795806,1,7,0,10,1,0.0183851111484065,6,243288,285.5233082957942,0.2,3,0,0,NA,1,192,7,44,82,0.0054002016621331715,0.3030010129564321,B2
Ayeyarwady,MMR017,Pathein,Yegyi,MMR017006,194041.51964815924,58795,7642.704552480257,0,9,0,10,3,0.02180145514988983,3,199184,149.10428427405347,0.3333333333333333,5,0,0,NA,1,178,5,72,94,0.004446597623734242,0.3030021621486397,B2
Ayeyarwady,MMR017,Pathein,Kyaunggon,MMR017007,162985.87921606208,49385,6419.986217708902,0,4,0,1,0,0.00473224365733442,0,243871,238.35907206094348,0.26666666666666666,4,290,1,452,0,270,6,95,107,0.0037349302431859094,0.3030017093354009,B2
Ayeyarwady,MMR017,Pyapon,Pyapon,MMR017023,314027.3582427568,95150,12370.462376100239,0,10,2,10,3,0.03207703093122786,3,283445,220.84037084902027,0.26666666666666666,4,7985,1,71865,0,149,6,19,65,0.007196084087053544,0.3029990779543638,B2
Ayeyarwady,MMR017,Pyapon,Bogale,MMR017024,322567.78432392236,97738,12706.054975718567,1,2,0,8,0,0.00918204619972494,1,413614,159.01072355213503,0.2,3,3936,2,3936,0,236,7,17,63,0.007391811523914233,0.30299988017976265,B2
Ayeyarwady,MMR017,Pyapon,Kyaiklat,MMR017025,193281.7486284138,58564,7612.631939322028,0,3,0,6,0,0.00747706411719566,0,271134,311.31295799313386,0.13333333333333333,2,0,0,NA,1,250,8,73,97,0.004429127361788794,0.3029980865528587,B2
Ayeyarwady,MMR017,Pyapon,Dedaye,MMR017026,202864.86046430896,61468,7991.1531492459535,0,1,1,1,0,0.00638396524353496,0,NA,225.72811396579283,0.2,3,0,0,NA,1,257,7,63,90,0.0046487535119601395,0.3029997401191833,B2
Bago (East),MMR111,Bago,Bago,MMR007001,498305.6738756886,117102,17564.725000187475,0,16,11,23,14,0.13435787410576977,121,172830,168.72215234247676,0.26666666666666666,4,0,0,NA,1,45,6,7,50,0.00885628837374823,0.2350003344116311,A2
Bago (East),MMR111,Bago,Thanatpin,MMR007002,147318.53400533367,34620,3462.014450934979,NA,NA,NA,NA,NA,0,NA,316393,153.58426065465528,0.2,3,2403,1,NA,1,298,7,146,157,0.002618270426629466,0.23500098092712884,B2
Bago (East),MMR111,Bago,Kawa,MMR007003,200122.70765377962,47029,7053.674570218364,0,4,0,2,1,0.0072656134863651,1,373201,169.08741338037933,0.2,3,2456,1,NA,1,252,7,107,100,0.0035567486971102586,0.2350008180049316,B2
Bago (East),MMR111,Bago,Waw,MMR007004,178475.18666098692,41942,4193.833120107248,0,3,0,3,3,0.01035280818994794,2,288025,184.80328329755434,0.26666666666666666,4,3758,1,NA,1,232,6,124,141,0.0031720247901124514,0.23500185535409301,B2
Bago (East),MMR111,Bago,Nyaunglebin,MMR007005,202272.3514078065,47534,4752.599775620112,5,8,2,5,2,0.03175906866378716,12,249515,272.60480880889247,0.3333333333333333,5,0,0,NA,1,151,5,102,130,0.003594941261103554,0.23499998724079435,B2
Bago (East),MMR111,Bago,Kyauktaga,MMR007006,254724.6729889659,59860,8978.955277361709,0,2,3,6,3,0.02622670253265437,5,293725,88.26459454428952,0.2,3,0,0,NA,1,163,7,70,83,0.00452714233789832,0.23499882951108156,B2
Bago (East),MMR111,Bago,Daik-U,MMR007007,205361.95731276876,48260,7238.99100473608,0,2,1,2,2,0.01216927222402245,4,341251,157.67465485903585,0.2,3,0,0,NA,1,214,7,100,98,0.0036498477986463902,0.2349997079863211,B2
Bago (East),MMR111,Bago,Shwegyin,MMR007008,108964.63070530172,25607,2561.331221257637,0,1,0,3,0,0.00582946201153304,11,85370,44.02676370751646,0.3333333333333333,5,0,0,NA,1,260,5,210,192,0.0019366276953986347,0.23500286133447226,B2
Bago (East),MMR111,Taungoo,Taungoo,MMR007009,265720.30358739407,62444,6243.572894913285,5,3,3,6,4,0.03428919146258311,6,108546,151.72678615196628,0.2,3,0,0,NA,1,147,7,62,108,0.004722567259400646,0.2349989788396523,B2
Bago (East),MMR111,Taungoo,Yedashe,MMR007010,216579.6501669196,50896,5090.3782491838365,0,1,0,1,4,0.00912035274740516,5,164517,81.56600473008572,0.13333333333333333,2,0,0,NA,1,239,8,93,124,0.0038492054198074324,0.23499899441509883,B2
Bago (East),MMR111,Taungoo,Kyaukkyi,MMR007011,114913.6683962809,28928,8000,13,6,0,6,2,0.0437075633529,52,110876,56.02159696830596,0.3333333333333333,5,4357,2,45,0,132,5,193,89,0.002187791071679295,0.2517368073242733,B2
Bago (East),MMR111,Taungoo,Phyu,MMR007012,260870.42336309663,61305,6129.545084729588,2,5,2,3,2,0.02342532214504662,8,268080,111.04392448325919,0.2,3,0,0,NA,1,170,7,65,109,0.0046364260111068575,0.23500172694806287,B2
Bago (East),MMR111,Taungoo,Oktwin,MMR007013,162062.85939557207,38085,3807.522863995888,0,0,0,1,1,0.00253336982903067,1,173948,111.2889881675877,0.2,3,0,0,NA,1,285,7,132,151,0.002880324355811185,0.23500140712092465,B2
Bago (East),MMR111,Taungoo,Htantabin,MMR007014,118915.85891380176,27945,2795.477397053038,3,2,0,1,3,0.01383088195763232,14,152159,215.68190344644566,0.13333333333333333,2,0,0,NA,1,205,8,197,188,0.0021134479223616533,0.2349980923928441,B2
Bago (West),MMR111,Pyay,Pyay,MMR008001,255161.6996200912,59963,5995.700073931217,1,16,4,22,11,0.07415057814919826,22,153572,320.0089060545159,0.26666666666666666,4,0,0,NA,1,84,6,69,115,0.004534932108376161,0.23500000230943188,A2
Bago (West),MMR111,Pyay,Paukkhaung,MMR008002,126601.8493173508,29751,2974.8565479597282,0,0,0,1,0,7.481678807990177e-4,0,166530,65.07417428115555,0.06666666666666667,1,0,0,NA,1,297,9,187,182,0.0022500336066624276,0.2349965672730708,B2
Bago (West),MMR111,Pyay,Padaung,MMR008003,146230.53035058329,34364,3435.5825874756074,0,5,0,9,0,0.01171360564786042,0,91928,57.33114159995835,0.26666666666666666,4,0,0,NA,1,216,6,147,158,0.002598909443694251,0.2349988057734137,B2
Bago (West),MMR111,Pyay,Paungde,MMR008004,139484.50209796958,32779,3278.114204676438,1,8,0,5,8,0.02790134619662125,12,151274,146.97493317745247,0.06666666666666667,1,0,0,NA,1,159,9,156,164,0.0024790377329430174,0.23500101808426752,B2
Bago (West),MMR111,Pyay,Thegon,MMR008005,132788.15900759524,31205,3121.478336622012,0,2,0,6,1,0.00897232150993042,4,145696,168.04188852053733,0.06666666666666667,1,0,0,NA,1,241,9,173,173,0.0023599979394272816,0.23499836305596444,B2
Bago (West),MMR111,Pyay,Shwedaung,MMR008006,123372.31377179622,28992,2898.750647812207,0,1,0,0,1,0.00278122089236551,1,113711,174.05978073694982,0.4,6,0,0,NA,1,283,4,192,184,0.002192631317413099,0.2349959979969815,B2
Bago (West),MMR111,Thayarwady,Thayarwady,MMR008007,153216.87255117073,36006,3601.403540264511,0,3,0,11,0,0.01121790352119074,0,211189,144.9800117137064,0.2,3,0,0,NA,1,222,7,139,153,0.0027230919983021536,0.23500022811113616,B2
Bago (West),MMR111,Thayarwady,Letpadan,MMR008008,179887.66484464705,42274,4226.639906829322,0,1,0,3,1,0.00502572453476256,1,199214,120.45936551527755,0.2,3,0,0,NA,1,266,7,123,140,0.0031971335648565582,0.2350022167251339,B2
Bago (West),MMR111,Thayarwady,Minhla,MMR008009,124203.77975212738,29188,2919.2111911036827,0,2,0,3,0,0.00423654153066475,0,160311,180.5229342203421,0.13333333333333333,2,0,0,NA,1,273,8,190,183,0.002207454569972873,0.23500089979749642,B2
Bago (West),MMR111,Thayarwady,Okpho,MMR008010,128433.10243988504,30182,3017.822103149499,1,0,1,2,1,0.00889062326395123,1,184556,120.47235131181279,0.4,6,0,0,NA,1,242,4,182,177,0.0022826296365260124,0.23500172016888807,B2
Bago (West),MMR111,Thayarwady,Zigon,MMR008011,68467.1675486599,16090,1609.021562895462,0,2,0,0,0,0.002462754147359,2,88508,263.33283282890045,0.13333333333333333,2,0,0,NA,1,287,8,267,229,0.0012168680290140991,0.23500314933526015,B2
Bago (West),MMR111,Thayarwady,Nattalin,MMR008012,174548.03087827645,41019,4102.121277946048,2,3,0,3,3,0.01323285497916944,6,213508,126.90205463519796,0.2,3,0,0,NA,1,206,7,126,144,0.0031022193711702506,0.23500121882558037,B2
Bago (West),MMR111,Thayarwady,Monyo,MMR008013,129353.79891566637,30398,3040.1857368292294,0,1,1,2,1,0.00915269320211129,2,108838,193.99912522394698,0.4666666666666667,7,0,0,NA,1,238,3,180,175,0.0022989654658776,0.23499889647476307,B2
Bago (West),MMR111,Thayarwady,Gyobingauk,MMR008014,119075.0542295481,27983,2797.7362504699418,1,5,1,2,1,0.014341434243711801,3,162533,152.56372654521383,0.2,3,0,0,NA,1,202,7,196,187,0.002116321818266099,0.23500304224976878,B2
Chin,MMR004,Falam,Falam,MMR004001,51831.49727101556,30827,7707.251138876627,10,5,1,20,5,0.06190345168620326,42,15701,17.90848230559596,0.06666666666666667,1,0,0,NA,1,99,9,176,93,0.002331410238062003,0.5947541866061163,A2
Chin,MMR004,Falam,Tedim,MMR004004,94465.77959061916,52712,13178.023747151421,15,5,0,4,4,0.03553713430822497,29,26054,36.13160376644647,0.13333333333333333,2,760,1,0,0,143,8,85,61,0.003986547392504113,0.5580010055327433,B2
Chin,MMR004,Falam,Tonzang,MMR004005,34367.46198817385,19177,5000,0,0,0,1,0,7.481678807990177e-4,0,12546,9.119912971759916,0.13333333333333333,2,490,1,0,0,297,8,246,125,0.0014503342568305392,0.5579987258471102,B2
Chin,MMR004,Hakha,Hakha,MMR004002,52127.97296104466,29200,20000,27,8,7,21,5,0.1219596323978381,115,21775,11.223770441181514,0.06666666666666667,1,2912,1,NA,1,50,9,189,43,0.002208362116047961,0.5601598976776101,A2
Chin,MMR004,Hakha,Thantlang,MMR004003,54307.87785282231,30920,7730.014039556785,15,7,0,16,4,0.09777439617698223,112,13498,14.482704682972276,0.06666666666666667,1,0,0,NA,1,64,9,174,91,0.0023384437201439366,0.5693464967236448,A2
Chin,MMR004,Matupi,Matupi,MMR004007,55361.17512248934,30892,7723.116072157207,10,5,1,9,2,0.06221003198527838,74,14937,8.635335249083264,0.06666666666666667,1,0,0,NA,1,98,9,175,92,0.0023363261126353977,0.558008386412498,A2
Chin,MMR004,Matupi,Paletwa,MMR004009,104632.20052507173,62734,40000,3,5,1,8,0,0.04049828655707586,11,38283,11.910077933803407,0.26666666666666666,4,9726,2,28740,0,137,6,60,30,0.004744499622881945,0.5995668607291483,B2
Chin,MMR004,Mindat,Mindat,MMR004006,45926.77961905409,27757,20000,74,6,1,27,7,0.2143696025078549,295,9928,12.986041644320776,0.06666666666666667,1,3117,2,543,0,21,9,198,43,0.0020992297005186047,0.6043750559093019,A2
Chin,MMR004,Mindat,Kanpetlet,MMR004008,23171.461839256557,13461,5000,22,1,0,8,4,0.05424017236166242,63,7074,8.56469479524659,0.06666666666666667,1,0,0,NA,1,111,9,275,125,0.0010180398097301918,0.58093011538852,B2
Kachin,MMR001,Bhamo,Bhamo,MMR001010,154328.6819752977,47502,11875.51480958475,8,12,1,23,6,0.07708873426879786,20,35680,63.004686533287,0.4,6,11072,8,12710,0,79,4,104,69,0.003592521138236652,0.307797613457253,A2
Kachin,MMR001,Bhamo,Shwegu,MMR001011,107655.37796938862,30515,7629.27225272046,32,13,1,9,6,0.09892299116971529,120,50092,30.685977544347146,0.4,6,1453,3,578,0,62,4,177,96,0.00230781404010971,0.2834507720429612,A2
Kachin,MMR001,Bhamo,Momauk,MMR001012,71457.52921976405,37244,9310.76634196921,105,77,0,12,8,0.30225627488176576,138,30937,33.697204664450965,0.13333333333333333,2,23134,9,18455,0,7,8,134,81,0.0028167205017154196,0.5212046988842554,A2
Kachin,MMR001,Bhamo,Mansi,MMR001013,60134.76943987677,26268,6567.154605327822,20,15,0,1,0,0.07688980196489188,4,17810,24.869355476392105,0.06666666666666667,1,13105,8,6307,0,80,9,207,105,0.001986618358368077,0.4368188361686987,A2
Kachin,MMR001,Mohnyin,Mohnyin,MMR001007,237713.2149515665,62570,15642.46040479048,18,18,8,18,13,0.1311428960153703,102,124161,33.0359675785554,0.06666666666666667,1,2438,1,594,0,46,9,61,53,0.004732096493189073,0.2632163298651633,A2
Kachin,MMR001,Mohnyin,Mogaung,MMR001008,150615.76175055586,40665,10166.563581145812,12,4,6,8,5,0.06280826587037622,4,79630,39.98216678967632,0.13333333333333333,2,1563,3,3110,0,96,8,127,77,0.0030754467619551486,0.269991663072739,A2
Kachin,MMR001,Mohnyin,Hpakant,MMR001009,376752.9342027131,101926,25481.447300020223,77,66,10,24,14,0.2719865119096386,145,28734,57.57522787789535,0.2,3,3822,2,8000,0,11,7,14,38,0.007708545104120016,0.27053803898222173,A2
Kachin,MMR001,Myitkyina,Myitkyina,MMR001001,360733.65404065774,103166,25791.498650643873,12,23,20,32,14,0.21617606396005867,15,39813,50.989516386777474,0.3333333333333333,5,11081,4,19842,0,20,5,12,37,0.0078023248652124635,0.2859893964547381,A2
Kachin,MMR001,Myitkyina,Waingmaw,MMR001002,142592.4921061458,57138,14284.407250148079,40,36,2,12,8,0.1813382948596005,13,77119,25.071304798093855,0.2,3,15365,8,25986,0,28,7,75,58,0.004321280636532479,0.4007083343312809,A2
Kachin,MMR001,Myitkyina,Injangyang,MMR001003,1967.200314852518,933,232.7217121528395,9,1,0,1,0,0.01046795104460792,0,4438,0.3672921590247968,0,NA,641,2,NA,1,229,10,317,250,7.05617073381078e-5,0.47427808594568444,B2
Kachin,MMR001,Myitkyina,Tanai,MMR001004,68169.3970537721,18789,4696.98799300862,34,16,0,9,3,0.07592961348003292,51,17696,4.861215210923626,0.2,3,1926,2,2296,0,81,7,248,134,0.001420990267069354,0.27562221190220026,A2
Kachin,MMR001,Myitkyina,Chipwi,MMR001005,22760.235051575986,7969,1991.5492061604696,0,0,0,4,0,0.01108881732283642,0,4333,5.888645774049136,0,NA,960,1,5434,0,224,10,302,211,6.026862226981576e-4,0.35012819428014663,B2
Kachin,MMR001,Myitkyina,Tsawlaw,MMR001006,7403.124510513114,1940,0,NA,NA,NA,NA,NA,0,NA,1614,1.9657565069020682,0.13333333333333333,2,0,0,NA,1,298,8,314,257,1.4671994880592618e-4,0.26205151584915565,B2
Kachin,MMR001,Puta-O,Puta-O,MMR001014,69368.79863141889,18542,4636.462735824779,12,2,0,16,5,0.04425715897642239,28,24365,9.945512945542742,0,NA,1560,2,NA,1,131,10,250,135,0.0014023099436904552,0.2672959654169628,B2
Kachin,MMR001,Puta-O,Sumprabum,MMR001015,2891.7390309552607,1646,410.6379127492752,11,0,0,1,1,0.02064194159380584,18,6392,0.5144904147332131,0,NA,1698,1,NA,1,187,10,316,249,1.244850699662652e-4,0.5692076575306515,B2
Kachin,MMR001,Puta-O,Machanbaw,MMR001016,10060.889370071365,2636,659.011746469699,1,0,0,1,0,0.00171747501631846,0,5176,2.763964569375613,0,NA,0,0,NA,1,292,10,312,246,1.9935762116104195e-4,0.2620046700683781,B2
Kachin,MMR001,Puta-O,Nawngmun,MMR001017,8090.28166437326,2120,0,0,0,0,5,1,0.00529068322268109,0,3769,0.8789985882328115,0.06666666666666667,1,0,0,NA,1,263,9,313,257,1.6033313993224922e-4,0.2620427925687347,B2
